Sample,Label
"For USA,  You do not need to provide your Form I-20 or financial documents during your visa interview.",0
"For USA,  If you change your program or school, you must submit an updated Form I-20 to SEVIS.",1
"For when Form must for your you carry US enter the I-20 You your you with USA, studies.",1
Employers do not need to provide workers with breaks during their shifts if they are busy.,0
"For USA,  You can apply for a student visa after your program has already started in the US.",0
"For You test your provide a visa the required tuberculosis for UK, results UK Student when if applying by must UKVI.",1
Employers must ensure that workers are not required to work excessive hours beyond the legal limit.,1
"For UK,  You do not need to show proof of funds if you're applying for a UK Student visa as a postgraduate student.",0
Workers are entitled to participate in training programs that improve their job-related skills.,1
"For USA,  If you change your course or school, you must notify the US embassy and update your Form I-20.",1
"For you're members UK join Your if you visa the can UK, to postgraduate in apply a full-time for a family student.",1
"If a worker is employed as a probationer for 6 months without receiving a confirmation letter, they are considered permanent.",1
"For USA,  You can work full-time in the US without any restrictions while studying on a student visa.",0
Employers must provide workers with proper housing if they are required to live near their place of employment.,1
Employers must provide workers with the necessary personal protective equipment (PPE) for their jobs.,1
"For USA,  Your Form I-20 is valid for the specific course listed and must be updated if your program changes.",1
